nomeEntidade,numeroProcesso,anoProcesso,numeroLicitacao,anoLicitacao,objeto,modalidade,dataPublicacao,tipoObjeto,formaJulgamento,dataHomologacao,situacao,adesao,atasRegistroPrecos,cidadeCertame,contratos,dataAberturaEnvelopes,dataAnulacao,dataCriacao,dataJulgamento,dataRevogacao,despesas,documentosRelacionados,emailContato,empenhos,enderecoCertame,enderecoEntrega,estadoCertame,formaContratacao,"inicioRecebimentoEnvelopes",itensVencedores,meioDivulgacao,motivoAnulacao,motivoRevogacao,nomeContato,participantes,registroPrecos,telefoneContato,"terminoRecebimentoEnvelopes",fundamentoLegal,valorEstimado,valorHomologado
"PREFEITURA MUNICIPAL DE CRICIUMA",16,2025,16,2025,"Locação destinada ao funcionamento da Superintendência de Trânsito e Transportes de Criciúma/SC.","Inexigibilidade de licitação",2025-02-13,Locação,"MENOR PRECO",2025-02-12,HOMOLOGADO," "," "," ","contratos_28bd6b65-00ea-4270-bf84-2e219b5788fe.csv",2025-02-12T08:00:00Z," ",2025-02-05,2025-02-12," "," ","documentosRelacionados_42f7051a-9930-4691-bc92-897eaeb1219c.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-02-12T08:00:00Z,"itensVencedores_4590e10a-a77e-492c-b59d-8e41e2bf302c.csv",INTERNET," "," "," ","participantes_0c6e0f14-5f3e-4270-b071-3b97b979a201.csv",NÃO," ",2025-02-12T08:00:00Z,"Lei 14133/2021, Art. 74, I",108000,108000
"PREFEITURA MUNICIPAL DE CRICIUMA",120,2025,120,2025,"Contratação de instituição para prestação de serviços especializados de planejamento, organização e realização de concurso público para seleção de professores da rede municipal de educação de Criciúma.","Dispensa de licitação",2025-08-03,"Prestação de serviços","MENOR PRECO",2025-09-03,HOMOLOGADO," "," "," ","contratos_50a37056-4a46-47b6-a4ec-70e6ef744d1c.csv",2025-09-03T08:00:00Z," ",2025-07-15,2025-09-03," "," ","documentosRelacionados_668aeba6-c5de-418f-9b9c-fa2762ce175b.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-09-03T08:00:00Z,"itensVencedores_98a967ce-2d19-4fa3-90b2-1363d52924e6.csv",INTERNET," "," "," ","participantes_294d96d2-2a74-48a3-a80a-92818f8a57cd.csv",NÃO," ",2025-09-03T08:00:00Z,"Lei 14133/2021, Art. 75, XV",44150,44150
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",5,2025,5,2025,"Registro de preços visando à contratação de empresa especializada no fornecimento de refeições em estilo buffet, de forma itinerante, para atendimento à delegação da Fundação Municipal de Esportes de Criciúma/SC.","Pregão eletrônico",2025-06-17,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO GLOBAL",2025-07-16,HOMOLOGADO," ","atasRegistroPrecos_3715853f-7ddb-4136-bb5b-b158300a5fac.csv"," "," ",2025-07-03T14:00:00Z," ",2025-05-12,2025-07-03," ","despesas_98c9ec55-c75b-442d-8376-29522acc45fc.csv","documentosRelacionados_2e5a7320-8feb-4592-b742-76a62a264304.csv",," ","Rua: Domênico Sonego","Rua: Domênico Sonego",SC,Licitação,2025-06-17T15:00:00Z,"itensVencedores_50b646eb-5a32-4393-bca0-2a1732ca9cf1.csv",INTERNET," "," "," ","participantes_6aa1e016-8acb-4a01-857c-8ad15f8708cb.csv",SIM," ",2025-07-03T13:30:00Z,"Lei 14133/2021, Art. 28, I",708189.44,469892.54
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",3,2025,3,2025,"Contratação de empresa especializada na prestação de serviços transporte coletivo de passageiros, para atletas e equipes, quando necessário desenvolver suas atividades fora do município, bem como para participação em campeonatos oficiais, amistosos e outros eventos, assistidos pela Fundação Municipal de Esportes – FME de Criciúma/SC.","Pregão eletrônico",2025-05-19,"Prestação de serviços","MENOR PRECO GLOBAL",2025-06-27,HOMOLOGADO," "," "," ","contratos_7a5819ed-1c36-400a-ba04-175d99f5142a.csv",2025-06-18T09:00:00Z," ",2025-04-04,2025-06-18," "," ","documentosRelacionados_3316cd6b-643d-4c69-96ed-986e3e76d3db.csv",," ","Rua: Domênico Sonego","Rua: Domênico Sonego",SC,Licitação,2025-06-04T15:00:00Z,"itensVencedores_00a40521-c6f0-49cf-8f71-cd5d30746268.csv",INTERNET," "," "," ","participantes_97421b02-a6cf-48fc-9fef-770b69770c18.csv",NÃO," ",2025-06-18T08:30:00Z,"Lei 14133/2021, Art. 28, I",414656.25,378937.5
"PREFEITURA MUNICIPAL DE CRICIUMA",124,2025,124,2025,"Registro de preços, para contratação de empresa especializada para realizar o fornecimento de CBUQ (Concreto Betuminoso Usinado a Quente), em atendimento às frentes de serviços para pavimentação, repavimentação e manutenção de vias localizadas no município de Criciúma - SC.","Pregão eletrônico",2025-09-09,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO GLOBAL",2025-10-13,HOMOLOGADO," ","atasRegistroPrecos_1f00067a-565a-4b00-9c01-4cd80d1f55a1.csv"," "," ",2025-10-07T09:00:00Z," ",2025-06-20,2025-10-07," ","despesas_d6d88b11-d021-4261-a886-c143288956bb.csv","documentosRelacionados_d6ff68c0-412e-4fd2-a937-5ee994f2d054.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-09-24T14:00:00Z,"itensVencedores_280c2cb0-96cd-460c-8db2-a7ec93cddfbf.csv",INTERNET," "," "," ","participantes_bc27320b-b4e9-4d7f-ac43-8f6c3c11394d.csv",SIM," ",2025-10-07T08:30:00Z,"Lei 14133/2021, Art. 28, I",28800000,22699680
"PREFEITURA MUNICIPAL DE CRICIUMA",146,2025,146,2025,"Contratação de empresa especializada na prestação de serviços de vigilância patrimonial a serem efetuados no Parque da Prefeitura e na Usina de Asfalto municipal de Criciúma/SC.","Pregão eletrônico",2025-10-14,"Prestação de serviços","MENOR PRECO POR ITEM"," ","AGUARDANDO ABERTURA"," "," "," "," ",2025-10-30T09:00:00Z," ",2025-07-11,2025-10-30," "," ","documentosRelacionados_291f0cd6-3523-4ebb-a515-e93e115c70ec.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-10-14T11:00:00Z," ",INTERNET," "," "," "," ",NÃO," ",2025-10-30T08:30:00Z,"Lei 14133/2021, Art. 28, I",583671.32," "
"FUNDAÇÃO MUNICIPAL DE ESPORTES DE CRICIÚMA",7,2025,7,2025,"Contratação de empresa para realização do evento STU NATIONAL Etapa Santa Catarina 2025, nas modalidades olímpicas de skate Park e Street a ser realizado na Cidade de Criciúma/SC.","Inexigibilidade de licitação",2025-10-10,"Prestação de serviços","MENOR PRECO",2025-10-10,HOMOLOGADO," "," "," "," ",2025-10-09T08:00:00Z," ",2025-10-09,2025-10-09," "," ","documentosRelacionados_e37792ea-62b2-46c2-b10a-68f4e1e99ad8.csv",," ","Rua: Domênico Sonego","Rua: Domênico Sonego",SC,Licitação,2025-10-09T08:00:00Z,"itensVencedores_8c61fe8b-9b2c-47bc-87c4-9298e81b7fad.csv",INTERNET," "," "," ","participantes_022c7572-f6b6-470b-a340-c3f1a35f5680.csv",NÃO," ",2025-10-09T08:00:00Z,"Lei 14133/2021, Art. 74, II",7500000,7500000
"FUNDAÇÃO CULTURAL DE CRICIÚMA",26,2025,26,2025,"O presente Edital de Chamada Pública tem por objeto a convocação de interessados para o credenciamento de pessoas físicas ou jurídicas, com ou sem fins lucrativos, residentes ou sediadas no Município de Criciúma/SC, visando à futura e eventual contratação de serviços de natureza artístico-cultural, destinados à realização de atividades presenciais que atendam à programação do calendário de eventos, ações e projetos promovidos pelo Governo Municipal, em equipamentos e espaços públicos.","Inexigibilidade de licitação",2025-10-17,"Prestação de serviços",CREDENCIAMENTO," ","AGUARDANDO ABERTURA"," "," "," "," ",2025-10-17T16:00:00Z," ",2025-04-23,2025-10-17," "," ","documentosRelacionados_0d5cd52f-ae8e-4867-8b34-6a1e1f6bf4b0.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,"Chamada pública / credenciamento",2025-10-17T16:00:00Z," ",INTERNET," "," "," "," ",NÃO," ",2025-10-17T16:00:00Z,"Lei 14133/2021, Art. 79, I",600000," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",29,2025,29,2025,"Aquisição de motocicletas, categoria motoneta, destinadas a atender às demandas operacionais da Vigilância em Saúde, vinculada à Secretaria Municipal de Saúde do Município de Criciúma/SC.","Pregão eletrônico",2025-09-29,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-10-13,HOMOLOGADO," "," "," "," ",2025-10-13T09:00:00Z," ",2025-09-08,2025-10-13," "," ","documentosRelacionados_95a252fc-b85c-4d3a-82b0-6d64c4497e4c.csv",saude@criciuma.sc.gov.br," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-09-29T15:00:00Z,"itensVencedores_fbb7e7ef-aba2-46c2-b70f-ad85c05b4ef2.csv",INTERNET," "," "," ","participantes_7c5bfcd2-9526-4f54-991f-eca46dae6c53.csv",NÃO," ",2025-10-13T08:30:00Z,"Lei 14133/2021, Art. 28, I",235800,232500
"PREFEITURA MUNICIPAL DE CRICIUMA",125,2025,125,2025,"Contratação de empresa especializada em implantação, treinamento e locação de sistema integrado de geoprocessamento para a gestão territorial e instituição de um observatório urbano de valores imobiliários para a manutenção da planta de valores genéricos utilizando modelagem geoestatística e avaliação de imóveis com ferramentas para a coleta, processamento, edição e modelagem dos dados georreferenciados dos imóveis e disponibilização de consultas de viabilidade e avaliação dos imóveis em portal ","Pregão eletrônico",2025-09-10,"Contratação de Tecnologia da informação e de Comunicação","MENOR PRECO GLOBAL",2025-10-15,HOMOLOGADO," "," "," "," ",2025-09-24T09:00:00Z," ",2025-07-14,2025-09-24," "," ","documentosRelacionados_ab402455-84c5-4317-bd73-13572136f2fe.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-09-10T15:00:00Z,"itensVencedores_eab270aa-6104-4a4d-b0b9-a4f3ac5a90f0.csv",INTERNET," "," "," ","participantes_606daa65-07ae-4be6-8e09-a0c7435479f9.csv",NÃO," ",2025-09-24T08:30:00Z,"Lei 14133/2021, Art. 28, I",495000,490050
"PREFEITURA MUNICIPAL DE CRICIUMA",119,2025,119,2025,"Registro de preços de materiais de construção, em atendimento da Administração do Município, Secretaria da Educação, Diretoria de Trânsito e Transportes, Fundo Municipal de Saúde, Fundo Municipal de Assistência Social, 9º Batalhão da Polícia Militar, Polícia Civil e 4º Batalhão de Bombeiros Militar de Criciúma/SC.","Pregão eletrônico",2025-08-29,"aquisição de Bens para Compra, inclusive por Encom","MAIOR DESCONTO SOBRE TABELA/LOTE",2025-10-08,HOMOLOGADO," ","atasRegistroPrecos_3507eabd-7bdf-4f87-899a-1172b1ba5702.csv"," "," ",2025-09-12T09:00:00Z," ",2025-05-20,2025-09-12," ","despesas_42c0c760-c5f4-4f3a-8c32-7b3bc622410f.csv","documentosRelacionados_fca90c19-92a9-451f-9bef-b5688df9d826.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-08-29T15:00:00Z,"itensVencedores_90b22339-f3dd-4ea7-90a0-f559abe2a3f4.csv",INTERNET," "," "," ","participantes_84946b6e-5fe6-4efe-9dbe-8dd92fc85333.csv",SIM," ",2025-09-12T08:30:00Z,"Lei 14133/2021, Art. 28, I",17173000,17173000
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",30,2025,30,2025,"Aquisição de veículos novos “tipo sedã” para atender às demandas da Secretaria Municipal de Saúde de Criciúma/SC.","Pregão eletrônico",2025-09-29,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-10-14,HOMOLOGADO," "," "," "," ",2025-10-13T14:00:00Z," ",2025-09-08,2025-10-13," "," ","documentosRelacionados_e749a7f0-fd1b-46a7-8250-c455175f7a7f.csv",saude@criciuma.sc.gov.br," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-09-29T15:00:00Z,"itensVencedores_b403370c-7a50-48e5-bc7a-d7a5f35c3a82.csv",INTERNET," "," "," ","participantes_707e241b-7f31-4d77-85e2-ad8902d3d12f.csv",NÃO," ",2025-10-13T13:30:00Z,"Lei 14133/2021, Art. 28, I",1175000,1174000
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",32,2025,32,2025,"CREDENCIAMENTO DE PESSOAS JURÍDICAS PARA A PRESTAÇÃO DE SERVIÇOS DE EXAMES LABORATORIAIS AMBULATORIAIS, SOB DEMANDA, DESTINADOS AOS USUÁRIOS DO SISTEMA ÚNICO DE SAÚDE (SUS) DO MUNICÍPIO DE CRICIÚMA/SC, ABRANGENDO A COLETA, ANÁLISE, EMISSÃO DE LAUDOS E ENTREGA DE RESULTADOS.","Inexigibilidade de licitação",2025-10-20,"Prestação de serviços",CREDENCIAMENTO," ","AGUARDANDO ABERTURA"," "," "," "," ",2025-10-20T08:00:00Z," ",2025-08-12,2025-10-20," "," "," ",saude@criciuma.sc.gov.br," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,"Chamada pública / credenciamento",2025-10-20T08:00:00Z," ",INTERNET," "," "," "," ",NÃO," ",2025-10-20T08:00:00Z,"Lei 14133/2021, Art. 79, I",15000000," "
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",28,2025,28,2025,"Contratação de empresa especializada no fornecimento, confecção e montagem de móveis sob medida, bem como no fornecimento de cadeiras, destinados à equipagem das Unidades Básicas de Saúde (UBS) localizadas nos bairros Nova Esperança e São Marcos, no Município de Criciúma/SC.","Pregão eletrônico",2025-09-19,"aquisição de Bens para Compra, inclusive por Encom","MENOR PREÇO GLOBAL POR LOTE",2025-10-21,HOMOLOGADO," "," "," "," ",2025-10-07T09:00:00Z," ",2025-08-26,2025-10-07," "," ","documentosRelacionados_47bbafba-47df-4e6d-b2c3-993b0f75a988.csv",saude@criciuma.sc.gov.br," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-09-19T16:00:00Z,"itensVencedores_5e553d1b-37f2-41c4-9dd5-2f9de8daf0d4.csv",INTERNET," "," "," ","participantes_3256e86e-7d97-4678-ab0b-d56dd6114876.csv",NÃO," ",2025-10-07T08:30:00Z,"Lei 14133/2021, Art. 28, I",225875.5,93078.5
"PREFEITURA MUNICIPAL DE CRICIUMA",126,2025,126,2025,"Contratação Direta por inexigibilidade da empresa UpMat Brasil Educacional LTDA - CNPJ 30.128.782/0001-00 para aquisição de materiais de apoio e preparação para o Concurso Canguru de Matemática 2025, para as Unidades de Ensino da Rede Municipal de Ensino de Criciúma – SC.","Inexigibilidade de licitação",2025-09-11,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO",2025-09-11,HOMOLOGADO," "," "," ","contratos_5e28f79b-e227-4380-862d-76d7ef961721.csv",2025-09-11T08:00:00Z," ",2025-09-11,2025-09-11," "," ","documentosRelacionados_76faf11e-b3b9-44a7-8ea6-cebedfa3503d.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-09-11T08:00:00Z,"itensVencedores_b33aa2e3-14b9-434b-aa8d-25ffab3c7531.csv",INTERNET," "," "," ","participantes_852cbadb-adad-4864-8ebe-cea9a273bed1.csv",NÃO," ",2025-09-11T08:00:00Z,"Lei 14133/2021, Art. 74, II",7396.5,7396.5
"FUNDAÇÃO CULTURAL DE CRICIÚMA",23,2025,23,2025,"Aquisição de bolas luminosas decorativas, para os eventos Natalinos do Município de Criciúma/SC.","Pregão eletrônico",2025-09-29,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-10-22,HOMOLOGADO," "," "," ","contratos_91501599-1ca3-478f-8ac2-42d4e2d9c3ec.csv",2025-10-13T09:00:00Z," ",2025-06-24,2025-10-13," "," ","documentosRelacionados_6cc925ec-3443-46b5-a766-714a394ba152.csv",fcc@criciuma.sc.gov.br," ","Rua Coronel Pedro Benedet","Rua Coronel Pedro Benedet",SC,Licitação,2025-09-29T17:00:00Z,"itensVencedores_5e48ceb4-5ce5-4fb9-b224-18bfe21dcfbe.csv",INTERNET," "," "," ","participantes_9ffd48d6-6c0f-4bb0-a561-0a655ac94190.csv",NÃO," ",2025-10-13T08:30:00Z,"Lei 14133/2021, Art. 28, I",100750,60000
"PREFEITURA MUNICIPAL DE CRICIUMA",108,2025,108,2025,"Registro de preços de eletrodomésticos e eletroeletrônicos, em atendimento a Administração do Município, Diretoria de Trânsito e Transportes, Secretaria de Educação, Fundo Municipal de Saúde, Fundação Cultural, Fundo Municipal de Assistência Social, 9º Batalhão da Polícia Militar, 4º Batalhão de Bombeiros Militar e Polícia Civil de Criciúma/SC.","Pregão eletrônico",2025-08-11,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-10-22,HOMOLOGADO," ","atasRegistroPrecos_bdf75b64-bf54-4ee6-8e4e-554dde446258.csv"," "," ",2025-09-15T09:00:00Z," ",2025-05-28,2025-09-15," ","despesas_d2951793-3443-4ad7-b48c-3926b59e88b3.csv","documentosRelacionados_80ef5c40-8fb7-45c7-af64-b34fbccea5aa.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-09-01T15:00:00Z,"itensVencedores_de0f44d6-8c2e-4a46-97a6-e0ac36581dca.csv",INTERNET," "," "," ","participantes_5ec3ade5-f467-47bd-8f34-8959f2ae581b.csv",SIM," ",2025-09-15T08:30:00Z,"Lei 14133/2021, Art. 28, I",2581485.12,1705108.44
"PREFEITURA MUNICIPAL DE CRICIUMA",101,2025,101,2025,"Registro de preços para fornecimento de equipamentos a gasolina e ferramentas elétricas, em atendimento as demandas da Secretaria de Infraestrutura, Planejamento e Mobilidade Urbana e Diretoria do Meio Ambiente do município de Criciúma/SC.","Pregão eletrônico",2025-08-22,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-10-17,HOMOLOGADO," ","atasRegistroPrecos_51fefe55-1ec3-405b-baeb-8da15fa97662.csv"," "," ",2025-09-04T09:00:00Z," ",2025-04-25,2025-09-04," ","despesas_fd7e26a7-a1aa-4fcb-8899-9efca0308898.csv","documentosRelacionados_93e76993-8825-44fd-875b-9b35f5eb7836.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-08-22T16:00:00Z,"itensVencedores_5a0f04e7-105d-4174-bb54-31b14ed3f7e3.csv",INTERNET," "," "," ","participantes_cdeb72e3-d888-4f0b-b61d-12d35001768c.csv",SIM," ",2025-09-04T08:30:00Z,"Lei 14133/2021, Art. 28, I",384199.14,354444.8
"FUNDO MUNICIPAL DE SAUDE DE CRICIUMA",35,2025,35,2025,"Inexigibilidade de Licitação para CREDENCIAMENTO da empresa Laboratório Dal Pont LTDA, inscrito no CNPJ N° 04.956.464/0001-27, prestador de serviços de  exames laboratoriais, relativo ao GRUPO 02, subgrupo 02, da Tabela SIGTAP/SUS  com acréscimo de taxa de coleta e complemento de tabela.","Inexigibilidade de licitação",2025-11-10,"Prestação de serviços","MENOR PRECO",2025-11-07,HOMOLOGADO," "," "," ","contratos_91811f72-83a0-4d26-9459-8ba14c6be9f8.csv",2025-11-07T08:00:00Z," ",2025-11-07,2025-11-07," "," ","documentosRelacionados_eb621128-ec07-4b56-a44e-015a7e357898.csv",saude@criciuma.sc.gov.br," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-11-07T08:00:00Z,"itensVencedores_4f9d65e1-7889-4c12-965b-0dd0ee324cff.csv",INTERNET," "," "," ","participantes_6c7a4070-f1a9-49da-bfdb-06a678f0da5e.csv",NÃO," ",2025-11-07T08:00:00Z,"Lei 14133/2021, Art. 74, II",2442088.28,2442088.28
"PREFEITURA MUNICIPAL DE CRICIUMA",122,2025,122,2025,"Registro de preço para aquisição de utensílios de copa e cozinha e depósitos das cozinhas em atendimento as demandas da administração do Município, Diretoria de Trânsito e Transportes, Secretaria Municipal de Educação, Fundo Municipal de Saúde, Fundação Cultural de Criciúma, Fundo Municipal de Assistência Social, Polícia Civil, Polícia Militar e Bombeiro Militar de Criciúma/SC.","Pregão eletrônico",2025-09-09,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO POR ITEM",2025-10-23,HOMOLOGADO," ","atasRegistroPrecos_5cd770f1-b787-4fde-91e3-601d39c0eeab.csv"," "," ",2025-09-19T09:00:00Z," ",2025-07-01,2025-09-19," ","despesas_96fb9c63-1572-4373-a703-ec2b4672c9d3.csv","documentosRelacionados_e01ac07a-9918-4b1b-ad0a-0d8c9fc31419.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-09-08T14:00:00Z,"itensVencedores_d7f42571-c6d5-4642-b6f1-ee4de565eefa.csv",INTERNET," "," "," ","participantes_700ad0c5-5842-4a68-885f-ff035e1efa48.csv",SIM," ",2025-09-19T08:30:00Z,"Lei 14133/2021, Art. 28, I",3238487.94,2257545.16
"PREFEITURA MUNICIPAL DE CRICIUMA",153,2025,153,2025,"Contratação de empresa especializada para o fornecimento de mobiliário destinado à Controladoria Geral do município de Criciúma/SC.","Dispensa eletrônica",2025-11-07,"aquisição de Bens para Compra, inclusive por Encom","MENOR PREÇO GLOBAL POR LOTE",2025-11-07,HOMOLOGADO," "," "," "," ",2025-11-05T09:00:00Z," ",2025-10-20,2025-11-05," "," ","documentosRelacionados_3105c409-7b39-4e14-a435-f2444abde941.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-10-30T12:00:00Z,"itensVencedores_f805f0bc-9d1f-401b-a46b-460ac165be82.csv",INTERNET," "," "," ","participantes_8cd44626-c8bd-4351-af01-0d469efcb040.csv",NÃO," ",2025-11-05T08:30:00Z,"Lei 14133/2021, Art. 75, II",38697,25929.99
"PREFEITURA MUNICIPAL DE CRICIUMA",181,2025,181,2025,"Contratação direta por inexigibilidade de empresa especializada para a confecção de medalhas de premiação para a edição 2025 da Olimpíada Internacional de Matemática sem Fronteiras - MSF, para estudantes da Rede Municipal de Criciúma - SC","Inexigibilidade de licitação",2025-12-02,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO",2025-11-26,HOMOLOGADO," "," "," "," ",2025-11-26T08:00:00Z," ",2025-10-07,2025-11-26," "," ","documentosRelacionados_80f6cd3a-ec8a-4950-add7-20875072e23e.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-11-26T08:00:00Z,"itensVencedores_cf6eac26-fcdc-456f-8f5a-5cfc3a64a207.csv",INTERNET," "," "," ","participantes_65c31060-1b64-40fe-a41a-b4ea84c52738.csv",NÃO," ",2025-11-26T08:00:00Z,"Lei 14133/2021, Art. 74, II",9095.53,9095.53
"PREFEITURA MUNICIPAL DE CRICIUMA",103,2025,103,2025,"Registro de preços de materiais elétricos, para recuperação e manutenção (preventiva e corretiva) da rede de iluminação pública de Criciúma/SC.","Pregão eletrônico",2025-09-04,"aquisição de Bens para Compra, inclusive por Encom","MENOR PREÇO GLOBAL POR LOTE",2025-11-18,HOMOLOGADO," ","atasRegistroPrecos_d89a6661-0e40-46fa-81c8-583b55584e1d.csv"," "," ",2025-09-18T09:00:00Z," ",2025-06-23,2025-09-18," ","despesas_f9f6eb43-6f98-4007-b0ff-e75671ac4a0b.csv","documentosRelacionados_fd937530-e92a-4bdc-96ca-f016dfe337e7.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-09-04T15:00:00Z,"itensVencedores_f3f21cc8-ba21-44fb-8d58-5cbfb3ab23da.csv",INTERNET," "," "," ","participantes_761329c7-7521-4214-893b-82123b113c44.csv",SIM," ",2025-09-18T08:30:00Z,"Lei 14133/2021, Art. 28, I",9995613.66,9001496.8
"PREFEITURA MUNICIPAL DE CRICIUMA",73,2025,73,2025,"LICITAÇÃO PÚBLICA NACIONAL (LPN) PARA CONTRATAÇÃO DE EMPRESA DE AUDITORIA EXTERNA INDEPENDENTE PARA O PROJETO DE TRANSPORTE E MOBILIDADE URBANA DE CRICIÚMA/SC, FINANCIADO PARCIALMENTE PELO EMPRÉSTIMO FONPLATA BRA- 17/2017.",Concorrência,2025-06-02,"Prestação de serviços","TÉCNICA E PREÇO",2025-12-03,HOMOLOGADO," "," "," "," ",2025-08-06T09:00:00Z," ",2025-03-17,2025-08-06," "," ","documentosRelacionados_98757360-5ecb-491e-a4e9-7ac478b5908a.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-06-12T11:00:00Z,"itensVencedores_62dd3f8e-50a6-417f-8bb1-4cf69ca45b62.csv",INTERNET," "," "," ","participantes_bf5c4dd8-4f69-4352-867c-e9ce9365f31e.csv",NÃO," ",2025-08-06T08:30:00Z,"Lei 14133/2021, Art. 28, II",250000,68970
"PREFEITURA MUNICIPAL DE CRICIUMA",178,2025,178,2025,"Registro de preços de veículos elétricos (tipo carrinho golfe), para uso nos parques do município de Criciúma/SC.","Pregão eletrônico",2025-11-27,"aquisição de Bens para Compra, inclusive por Encom","MENOR PRECO GLOBAL",2026-01-26,HOMOLOGADO," ","atasRegistroPrecos_3f125af4-e549-4fb8-bf64-f6e29fdcb5dc.csv"," "," ",2025-12-11T09:00:00Z," ",2025-11-27,2025-12-11," ","despesas_e7535fde-1e74-45d5-8bf1-22f841f9f256.csv","documentosRelacionados_f5a99d5e-df34-452a-b112-f43836f567c6.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-11-27T16:00:00Z,"itensVencedores_c7bfdb2a-a606-4856-8464-8241e01189d0.csv",INTERNET," "," "," ","participantes_8f052c61-8471-491e-8e74-9317c5f5bc31.csv",SIM," ",2025-12-11T08:30:00Z,"Lei 14133/2021, Art. 28, I",250311.5,241700
"PREFEITURA MUNICIPAL DE CRICIUMA",134,2025,134,2025,"Registro de preços de filtros e lubrificantes, compreendendo a troca, para reposição e manutenção das máquinas pesadas pertencentes a frota do município de Criciúma/SC.","Pregão eletrônico",2025-10-01,"aquisição de Bens para Compra, inclusive por Encom","MAIOR DESCONTO SOBRE TABELA",2026-01-26,HOMOLOGADO," "," "," "," ",2025-12-18T09:00:00Z," ",2025-08-06,2025-12-18," ","despesas_71d958fb-6c88-467f-8fba-0529aec3eb9e.csv","documentosRelacionados_45a18841-28d9-4ea6-ade7-d1ef4d658e27.csv","compras@criciuma.sc.gov.br"," ","Rua Domênico Sônego","Rua Domênico Sônego",SC,Licitação,2025-12-03T10:15:00Z,"itensVencedores_60a964be-8271-46d8-b255-9e16e5e2694c.csv",INTERNET," "," "," ","participantes_b39dc5f8-1a04-41c2-8950-628b6ad1166d.csv",SIM," ",2025-12-18T08:30:00Z,"Lei 14133/2021, Art. 28, I",650000,650000.0
